,company,listing_data,offering_price,starting_price,label,closing_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,offering_date,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price_min,desired_offering_price_max,desired_offering_price,manager,manager_rank,topic,topic_per,each_topic_per
425,에코마이스터,2018-03-15,5200,7000,0,6030,코스닥,중소일반,19968,-840,526,5394,1340000,500,25.37,213.78,6968,14000,2018-03-06,1.5,78.5,50%,15.54,0.0,6000,8500,0,대신,9.0,1,0.8335,"[(0, 0.047782615), (1, 0.8334771), (2, 0.032352753), (3, 0.045464255), (4, 0.04092328)]"
426,린드먼아시아인베스트먼트,2018-03-14,6500,13000,1,16900,코스닥,중소일반,6335,3565,2802,6750,3398058,500,0.0,1039.51,22087,40000,2018-03-06,0.0,80.0,50%,640.8,27.4,5000,5500,2,키움,7.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321782), (2, 0.03235235), (3, 0.04546328), (4, 0.040922444)]"
427,오스테오닉,2018-02-22,7700,15400,1,13100,코스닥,중소일반,6640,1128,1541,3227,1200000,500,0.0,998.83,9240,16000,2018-02-09,20.0,60.0,50%,442.0,1.7,5800,7500,2,키움,7.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321804), (2, 0.032352366), (3, 0.045463294), (4, 0.040922422)]"
428,엔지켐생명과학,2018-02-21,56000,87000,0,85200,코스닥,중소일반,21835,-6295,-6332,3811,770000,500,0.0,342.31,43120,15000,2018-02-09,7.7,72.3,50%,258.68,13.25,45000,70000,1,한국,2.0,3,0.9273,"[(0, 0.021798084), (1, 0.017476702), (2, 0.014754349), (3, 0.92730814), (4, 0.018662736)]"
429,동구바이오제약,2018-02-13,16000,32000,1,41600,코스닥,중소일반,87363,10227,10923,4802,2069120,500,7.25,836.67,33106,16000,2018-02-06,20.0,60.0,50%,727.7,53.41,12000,14500,2,NH,4.0,3,0.8406,"[(0, 0.04778184), (1, 0.038321994), (2, 0.03235229), (3, 0.84062123), (4, 0.04092267)]"
430,알리코제약,2018-02-12,12000,18100,0,23500,코스닥,중소일반,48127,2586,2243,4421,2350000,500,0.0,697.3,28200,22500,2018-02-02,10.0,70.0,50%,389.27,9.38,10000,13000,1,그외,17.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553985), (4, 0.01579865)]"
431,아시아종묘,2018-02-12,4500,4520,0,4570,코스닥,중소일반,21313,389,2409,4607,1000000,500,0.0,243.2,4500,9000,2018-02-02,0.0,80.0,50%,239.52,4.39,4200,5200,1,대신,9.0,0,0.2333,"[(0, 0.23326142), (1, 0.18708047), (2, 0.1579376), (3, 0.22194403), (4, 0.19977646)]"
432,카페24,2018-02-08,57000,84500,0,84700,코스닥,중소일반,118080,-1101,-1272,4429,900000,500,0.0,731.58,51300,3100,2018-01-31,0.0,80.0,50%,672.71,42.9,43000,57000,1,미래에셋,1.0,2,0.9544,"[(0, 0.012637107), (1, 0.010129918), (2, 0.95439726), (3, 0.012018225), (4, 0.010817458)]"
433,링크제니시스,2018-02-05,30000,53000,0,40500,코스닥,중소일반,10195,1972,1758,213,300000,100,100.0,1184.36,9000,3000,2018-01-26,0.0,80.0,50%,754.6,35.9,22000,25000,2,하나,8.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148706), (3, 0.8859616), (4, 0.029280895)]"
434,배럴,2018-02-01,9500,10400,0,13500,코스닥,중소일반,24247,4559,3713,3607,1710000,500,0.0,369.78,16245,15000,2018-01-23,5.72,78.79,50%,298.48,9.06,8000,9500,1,하나,8.0,2,0.8275,"[(0, 0.04781419), (1, 0.038322397), (2, 0.82747626), (3, 0.04546405), (4, 0.040923104)]"
435,에스지이,2018-01-26,6000,5400,0,5260,코스닥,중소일반,93642,10672,9004,1250,3132530,100,20.0,0.44,18795,25000,2018-01-19,8.0,72.0,50%,17.03,0.0,6300,7200,0,대신,9.0,0,0.9125,"[(0, 0.9125071), (1, 0.021347828), (2, 0.018022204), (3, 0.025325913), (4, 0.022796951)]"
436,씨앤지하이테크,2018-01-25,16000,18600,0,18650,코스닥,중소일반,44345,6913,5498,2101,1288000,500,0.0,625.64,20608,25000,2018-01-17,17.9,62.1,50%,249.23,0.0,16000,20000,1,신한,6.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420077), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
437,시스웍,2017-12-26,2800,3810,0,3390,코스닥,중소일반,24178,6341,5347,1800,4468543,100,0.0,830.31,12512,40000,2017-12-15,9.98,70.02,50%,78.86,0.44,3300,3900,0,하나,8.0,2,0.9423,"[(0, 0.01601106), (1, 0.012825705), (2, 0.94225127), (3, 0.015215851), (4, 0.013696096)]"
438,디바이스이엔지,2017-12-20,12000,10800,0,12100,코스닥,중소일반,70777,5081,4540,3391,1750000,500,8.57,2.38,21000,11000,2017-12-12,0.0,80.0,50%,11.4,0.0,15500,17500,0,한국,2.0,4,0.8827,"[(0, 0.03418882), (1, 0.02742013), (2, 0.023148695), (3, 0.032530036), (4, 0.88271236)]"
439,동양피스톤,2017-12-08,5700,5130,0,4845,거래소,중소일반,298002,11860,9214,6584,3300000,500,0.0,20.36,18810,0,2017-11-29,20.0,60.0,50%,62.8,0.0,5700,7300,1,대신,9.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352194), (3, 0.04546327), (4, 0.040922437)]"
440,진에어,2017-12-08,31800,31800,0,28850,거래소,중소일반,719673,50550,39333,30000,12000000,1000,75.0,134.05,381600,0,2017-11-30,20.0,60.0,50%,274.55,7.3,26800,31800,1,미래에셋,1.0,4,0.8827,"[(0, 0.0341893), (1, 0.027420484), (2, 0.023148986), (3, 0.03253048), (4, 0.88271075)]"
441,씨티케이코스메틱스,2017-12-07,55000,49500,0,42300,코스닥,중소일반,133888,29937,23325,5061,2000000,500,0.0,145.75,110000,0,2017-11-28,2.0,79.6,50%,188.65,6.6,46000,55000,1,미래에셋,1.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
442,메카로,2017-12-06,33000,43000,0,38500,코스닥,중소일반,48134,3041,2926,4917,2000000,500,0.0,664.69,66000,20000,2017-11-28,0.0,80.0,50%,719.26,42.07,25000,30000,2,한국,2.0,0,0.5485,"[(0, 0.5485246), (1, 0.3973236), (2, 0.014754435), (3, 0.020733805), (4, 0.018663539)]"
443,에스트래픽,2017-12-05,10000,20000,1,15000,코스닥,중소일반,88748,9433,8209,5725,2130000,500,0.0,1128.18,21300,20000,2017-11-24,7.0,73.0,50%,605.02,13.4,8000,10000,1,미래에셋,1.0,3,0.9273,"[(0, 0.021790903), (1, 0.017476745), (2, 0.014754263), (3, 0.92731535), (4, 0.018662782)]"
444,체리부로,2017-12-04,4700,5020,0,3980,코스닥,중소일반,290878,18291,16031,13936,6151897,500,32.49,616.6,28914,51000,2017-11-23,0.0,80.0,50%,265.38,0.4,4300,4700,1,미래에셋,1.0,3,0.8859,"[(0, 0.034218036), (1, 0.027422557), (2, 0.023150304), (3, 0.88592714), (4, 0.02928193)]"
445,대원,2017-12-01,15000,16000,0,13300,코스닥,중소일반,226696,46028,36888,5525,2000000,500,50.0,460.24,30000,39000,2017-11-24,10.0,70.0,50%,247.25,0.2,13000,15000,1,미래에셋,1.0,4,0.8361,"[(0, 0.047783174), (1, 0.038334545), (2, 0.03235309), (3, 0.04546476), (4, 0.83606446)]"
446,비즈니스온커뮤니케이션,2017-11-30,9000,16900,0,14000,코스닥,중소일반,11711,3094,2626,4772,1898000,500,0.0,1075.91,17082,18000,2017-11-22,0.27,79.73,50%,513.97,14.9,8100,9000,1,그외,17.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.02314871), (3, 0.8859616), (4, 0.029280895)]"
447,삼양패키징,2017-11-29,26000,25750,0,23800,거래소,중소일반,310125,31277,24220,71049,4595450,5000,100.0,2.74,119482,45000,2017-11-21,20.0,60.0,50%,16.73,0.36,26000,30000,1,한국,2.0,4,0.8359,"[(0, 0.047967646), (1, 0.038325816), (2, 0.03235223), (3, 0.045463458), (4, 0.8358908)]"
448,비디아이,2017-11-09,10000,17600,0,16950,코스닥,중소일반,100558,5397,3953,2640,1350000,500,20.0,1239.8,13500,27000,2017-10-31,3.0,77.0,50%,53.95,0.0,9500,12000,1,신영,12.0,4,0.8827,"[(0, 0.034188747), (1, 0.02742008), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
449,티슈진,2017-11-06,27000,52000,0,42700,코스닥,중소일반,0,0,0,0,7500000,0,0.0,299.53,202500,0,2017-10-24,0.0,80.0,50%,299.49,22.45,16000,27000,1,한국,2.0,3,0.9273,"[(0, 0.021798039), (1, 0.017476702), (2, 0.014754351), (3, 0.92730814), (4, 0.018662736)]"
450,테이팩스,2017-10-31,23000,26600,0,27000,거래소,중소일반,63584,3104,491,2358,1660000,500,76.29,2.05,38180,16000,2017-10-25,20.0,60.0,50%,16.81,0.0,23000,26000,1,신한,6.0,4,0.8359,"[(0, 0.04795332), (1, 0.038325813), (2, 0.03235223), (3, 0.045463458), (4, 0.8359052)]"
451,영화테크,2017-10-26,12500,25000,1,32500,코스닥,중소일반,61373,6544,5587,2672,704000,500,0.0,1011.76,8800,14000,2017-10-18,10.0,70.0,50%,61.83,0.0,12500,15500,1,신한,6.0,1,0.8335,"[(0, 0.04778154), (1, 0.8334806), (2, 0.032352194), (3, 0.045463268), (4, 0.040922433)]"
452,세원,2017-10-20,5700,8600,0,11150,코스닥,중소일반,42352,2815,2651,1816,1100000,500,40.0,640.36,6270,22000,2017-10-13,0.0,80.0,50%,90.67,0.0,5200,6200,1,그외,17.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352194), (3, 0.04546327), (4, 0.040922437)]"
453,상신전자,2017-10-16,13300,13300,0,22000,코스닥,중소일반,67474,5669,5089,1960,700000,500,0.0,1002.23,9310,7000,2017-09-27,5.0,75.0,50%,601.54,0.0,11600,13300,1,미래에셋,1.0,0,0.4453,"[(0, 0.44530916), (1, 0.43595248), (2, 0.03235268), (3, 0.045463268), (4, 0.040922433)]"
454,야스,2017-09-29,23500,21150,0,19100,코스닥,중소일반,82982,14281,13064,6465,2300000,500,26.09,0.52,54050,22000,2017-09-22,0.0,80.0,50%,28.9,7.15,23500,26500,1,한국,2.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420074), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
455,에스엔피월드,2017-09-28,5100,5100,0,5270,코스닥,중소일반,27164,4868,3856,3938,2000000,500,0.0,661.5,10200,20000,2017-09-20,2.5,77.5,50%,534.27,4.97,4300,5100,1,대신,9.0,0,0.8429,"[(0, 0.84293723), (1, 0.038322516), (2, 0.032352306), (3, 0.04546321), (4, 0.040924717)]"
456,유티아이,2017-09-27,25000,22500,0,0,코스닥,중소일반,38852,11596,13037,2666,1120000,500,1800.98,3.44,28000,10000,2017-09-19,0.0,80.0,50%,5.05,0.4,28000,33000,0,한국,2.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
457,신흥에스이씨,2017-09-27,16000,29400,0,0,코스닥,중소일반,90112,7037,5552,16379,2100000,2500,50.0,731.42,33600,21000,2017-09-19,15.58,64.42,50%,482.4,33.1,11000,14000,2,삼성,3.0,0,0.8429,"[(0, 0.84293956), (1, 0.038321987), (2, 0.032352284), (3, 0.045463536), (4, 0.04092266)]"
458,선익시스템,2017-09-20,37000,33300,0,29750,코스닥,중소일반,143709,24365,23612,3000,1875000,500,33.33,0.73,69375,18000,2017-09-12,3.0,77.0,50%,7.87,0.0,37000,44000,1,대신,9.0,4,0.8827,"[(0, 0.034188814), (1, 0.027420128), (2, 0.023148693), (3, 0.032530036), (4, 0.88271236)]"
459,엠플러스,2017-09-20,18000,28350,0,23400,코스닥,중소일반,28031,4616,3542,2555,1250000,500,20.0,1003.24,22500,16000,2017-09-12,11.1,68.9,50%,596.2,27.2,14000,16000,2,키움,7.0,4,0.8827,"[(0, 0.034188747), (1, 0.027420076), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
460,앱클론,2017-09-18,10000,20000,1,26000,코스닥,중소일반,3120,-1540,-1597,3400,680741,500,0.0,799.09,6807,5440,2017-09-08,20.0,60.0,50%,564.87,21.72,8000,10000,1,NH,4.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553974), (4, 0.01579865)]"
461,샘코,2017-09-15,11000,12000,0,10250,코스닥,중소일반,28814,2226,2044,3878,1500000,500,0.0,207.0,16500,10000,2017-09-08,6.7,73.3,50%,19.26,0.96,14000,18000,0,한국,2.0,2,0.8766,"[(0, 0.034189373), (1, 0.027440079), (2, 0.8765586), (3, 0.032530546), (4, 0.029281402)]"
462,펄어비스,2017-09-14,103000,92700,0,98900,코스닥,중소일반,33690,28397,24425,6033,1800000,500,0.0,0.43,185400,18000,2017-09-06,1.4,78.6,50%,62.4,6.22,80000,103000,1,한국,2.0,3,0.9385,"[(0, 0.018446364), (1, 0.0147943515), (2, 0.01248974), (3, 0.9384712), (4, 0.015798353)]"
463,케이피에스,2017-09-06,14000,13500,0,14000,코스닥,중소일반,17547,3018,2555,2135,1079268,500,0.0,452.96,15110,14000,2017-08-29,0.0,80.0,50%,75.3,0.0,16000,20000,0,키움,7.0,4,0.8827,"[(0, 0.034188747), (1, 0.027420076), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
464,덕우전자,2017-08-28,15500,16900,0,15850,코스닥,중소일반,76328,13684,10785,4055,2500000,500,40.0,586.43,38750,48000,2017-08-18,6.4,73.6,50%,282.69,11.35,13500,15500,1,한국,2.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
465,이더블유케이,2017-08-22,5000,10000,1,11950,코스닥,중소일반,28570,3964,3263,3293,2220000,500,25.0,1160.15,11100,44000,2017-08-10,8.0,72.0,50%,588.13,25.95,4200,5000,1,신영,12.0,2,0.9423,"[(0, 0.015992658), (1, 0.0128256865), (2, 0.9422577), (3, 0.015227827), (4, 0.013696086)]"
466,알에스오토메이션,2017-08-11,6000,11950,0,15500,코스닥,중소일반,70698,2389,3004,4551,2438000,500,0.0,1058.82,14628,24200,2017-08-01,20.0,60.0,50%,656.89,61.0,5250,6000,1,미래에셋,1.0,2,0.9423,"[(0, 0.016011072), (1, 0.012825706), (2, 0.94225127), (3, 0.015215852), (4, 0.013696097)]"
467,컬러레이,2017-08-10,3800,3660,0,4050,코스닥,중소일반,0,0,0,0,14000000,0,0.0,0.73,53200,280000,2017-08-01,0.0,80.0,50%,60.49,0.0,3800,5800,1,신한,6.0,4,0.9367,"[(0, 0.018451197), (1, 0.014794324), (2, 0.012490232), (3, 0.0175521), (4, 0.93671215)]"
468,모트렉스,2017-08-04,38300,38000,0,33400,코스닥,중소일반,200359,13844,15018,2763,1800000,500,14.87,422.73,68940,16000,2017-07-28,15.52,64.48,50%,357.12,11.24,31200,38300,1,미래에셋,1.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352198), (3, 0.04546327), (4, 0.040922437)]"
469,데이타솔루션,2017-08-03,3300,6600,1,5680,코스닥,중소일반,100820,3859,3054,7679,4600000,500,30.0,733.74,15180,40000,2017-07-25,17.5,62.5,50%,395.83,23.09,2700,3300,1,미래에셋,1.0,3,0.9273,"[(0, 0.021790903), (1, 0.017476745), (2, 0.014754263), (3, 0.92731535), (4, 0.018662782)]"
470,지니언스,2017-08-02,13500,20050,0,15200,코스닥,중소일반,20615,4168,3658,2427,830000,500,0.0,922.71,11205,8000,2017-07-25,2.81,77.19,50%,620.04,14.5,12000,13500,1,하나,8.0,3,0.9112,"[(0, 0.026616871), (1, 0.021347277), (2, 0.01802189), (3, 0.9112179), (4, 0.022795985)]"
471,디앤씨미디어,2017-08-01,20000,32300,0,27300,코스닥,중소일반,18893,3734,3012,2017,1007000,500,0.0,563.1,20140,12000,2017-07-25,4.06,75.94,50%,539.1,33.5,17000,20000,1,키움,7.0,2,0.8765,"[(0, 0.034245357), (1, 0.027420484), (2, 0.87652), (3, 0.032530483), (4, 0.02928371)]"
472,셀트리온헬스케어,2017-07-28,41000,43650,0,50300,코스닥,중소일반,402389,147192,28641,136688,24604000,1000,0.0,6.95,1008764,0,2017-07-20,5.05,74.95,50%,38.06,12.5,32500,41000,1,미래에셋,1.0,3,0.4434,"[(0, 0.04783584), (1, 0.03832524), (2, 0.03235261), (3, 0.4433778), (4, 0.43810847)]"
473,이즈미디어,2017-07-26,7500,8400,0,9360,코스닥,중소일반,39808,4731,4167,3522,1520000,500,7.89,13.87,11400,15000,2017-07-18,6.6,73.4,50%,129.22,1.38,7500,10000,1,한국,2.0,0,0.4774,"[(0, 0.47740605), (1, 0.47675085), (2, 0.012489937), (3, 0.017551526), (4, 0.015801618)]"
474,힘스,2017-07-20,20000,32500,0,33000,코스닥,중소일반,50876,6115,4951,2484,800000,500,0.0,795.94,16000,0,2017-07-12,12.16,67.84,50%,729.64,27.48,15500,18800,2,KB,5.0,4,0.8827,"[(0, 0.034188747), (1, 0.027420076), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
475,브이원텍,2017-07-13,17700,20100,0,18900,코스닥,중소일반,24455,9543,7969,3683,1829000,500,20.01,754.31,32373,18200,2017-07-04,2.8,77.2,50%,557.47,8.3,15200,17700,1,미래에셋,1.0,4,0.8827,"[(0, 0.034188747), (1, 0.027420076), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
476,아우딘퓨쳐스,2017-07-12,26000,23400,0,23300,코스닥,중소일반,25099,1763,1733,2962,1000000,500,0.0,2.99,26000,10000,2017-07-04,7.0,73.0,50%,182.6,0.0,26000,30000,1,하나,8.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
477,제일홀딩스,2017-06-30,20700,18650,0,19050,코스닥,중소일반,6196498,447499,371783,7071,20381000,100,0.0,20.67,421887,120000,2017-06-20,0.0,80.0,50%,113.98,2.88,20700,22700,1,신한,6.0,4,0.9367,"[(0, 0.018451197), (1, 0.014794324), (2, 0.012490306), (3, 0.0175521), (4, 0.936712)]"
478,보라티알,2017-06-08,14300,18900,0,17600,코스닥,중소일반,6963,1048,829,3375,1687700,500,0.0,1026.34,24134,33000,2017-05-30,0.0,80.0,50%,557.61,13.3,12500,14300,1,대신,9.0,3,0.8859,"[(0, 0.034209434), (1, 0.027422305), (2, 0.023150481), (3, 0.88592356), (4, 0.029294236)]"
479,삼양옵틱스,2017-06-02,16700,16700,0,16800,코스닥,중소일반,57221,16255,13419,5000,4000000,500,100.0,2.88,66800,40000,2017-05-24,5.1,74.9,50%,33.2,8.7,16700,20600,1,미래에셋,1.0,0,0.4774,"[(0, 0.47740635), (1, 0.4767506), (2, 0.012489937), (3, 0.017551526), (4, 0.015801594)]"
480,필옵틱스,2017-06-01,48000,48200,0,56000,코스닥,중소일반,177220,14975,14820,2887,1160000,500,0.0,588.96,55680,0,2017-05-24,10.0,70.0,50%,647.18,13.25,41000,48000,1,삼성,3.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
481,넷마블게임즈,2017-05-12,157000,165000,0,162000,거래소,중소일반,878658,83632,60791,8473,16953612,100,0.0,29.17,2661717,85800,2017-04-26,0.0,80.0,50%,240.74,47.1,121000,157000,1,한국,2.0,3,0.886,"[(0, 0.034188736), (1, 0.027420068), (2, 0.023148725), (3, 0.8859616), (4, 0.029280897)]"
482,ING생명보험,2017-05-11,33000,31200,0,31600,거래소,중소일반,4678032,396019,304794,82000,33500000,1000,100.0,0.82,1105500,220000,2017-04-28,20.0,60.0,50%,3.97,0.13,31500,40000,1,미래에셋,1.0,3,0.8406,"[(0, 0.047782823), (1, 0.03832271), (2, 0.032352876), (3, 0.84061813), (4, 0.04092344)]"
483,하나머티리얼즈,2017-04-28,12000,17500,0,15950,코스닥,중소일반,52713,8936,7608,4729,1940000,500,0.0,955.33,23280,0,2017-04-19,20.0,60.0,50%,689.9,49.73,10000,12000,1,NH,4.0,4,0.7279,"[(0, 0.079316), (1, 0.06361305), (2, 0.053703576), (3, 0.075467736), (4, 0.7278996)]"
484,와이엠티,2017-04-27,21000,35100,0,31050,코스닥,중소일반,49939,10294,7742,1801,562627,500,11.13,841.57,11815,5000,2017-04-19,14.22,65.78,50%,706.16,42.75,16500,18500,2,하나,8.0,2,0.9039,"[(0, 0.026648464), (1, 0.021347465), (2, 0.9038747), (3, 0.025333202), (4, 0.022796186)]"
485,이엘피,2017-04-06,20000,22000,0,22400,코스닥,중소일반,16079,3237,3204,2419,800000,500,0.0,738.15,16000,6400,2017-03-29,0.71,79.29,50%,527.12,11.26,17000,20000,1,NH,4.0,2,0.9423,"[(0, 0.016011203), (1, 0.012825706), (2, 0.94225115), (3, 0.015215852), (4, 0.013696097)]"
486,서진시스템,2017-03-27,25000,40000,0,37350,코스닥,중소일반,36021,6624,6491,2987,1430000,500,9.09,742.06,35750,11440,2017-03-17,10.0,70.0,50%,588.93,36.65,21000,25000,1,NH,4.0,4,0.8827,"[(0, 0.034206074), (1, 0.02742016), (2, 0.023148714), (3, 0.032530066), (4, 0.88269496)]"
487,코미코,2017-03-23,13000,29050,0,21500,코스닥,중소일반,38664,8374,7157,4037,2500000,500,60.0,745.44,32500,20000,2017-03-15,16.0,84.0,50%,580.68,30.91,11000,13000,1,NH,4.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
488,아스타,2017-03-20,8000,9700,0,12600,코스닥,중소일반,364,-1924,-1924,4701,1750000,500,0.0,484.52,14000,20000,2017-03-10,0.0,80.0,50%,18.4,0.0,13000,18000,0,키움,7.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794328), (2, 0.012489672), (3, 0.01755397), (4, 0.015798653)]"
489,덴티움,2017-03-15,32000,38200,0,34500,거래소,중소일반,95489,17426,14497,5534,2545831,500,100.0,364.19,81467,20000,2017-03-07,20.0,60.0,50%,22.96,0.4,45000,50000,0,NH,4.0,0,0.7393,"[(0, 0.73928434), (1, 0.06361316), (2, 0.053704634), (3, 0.075467825), (4, 0.06793003)]"
490,에스디생명공학,2017-03-02,12000,15200,0,12200,코스닥,중소일반,74656,24327,18361,11032,4800000,500,33.33,2.38,57600,0,2017-02-21,5.0,75.0,50%,26.66,0.0,15000,18000,0,대우,1.0,1,0.7236,"[(0, 0.079316765), (1, 0.7235801), (2, 0.05370403), (3, 0.07546843), (4, 0.06793067)]"
491,신신제약,2017-02-28,4500,6170,0,8020,코스닥,중소일반,51614,5047,3886,7585,3250000,500,0.0,72.5,14625,32000,2017-02-17,3.23,76.77,50%,40.88,0.06,5900,6700,0,그외,17.0,3,0.7354,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.7354373), (4, 0.06793008)]"
492,에프엔에스테크,2017-02-27,14000,17050,0,17450,코스닥,중소일반,44578,2943,2794,3062,1000000,500,0.0,840.67,14000,10000,2017-02-17,10.0,70.0,50%,624.02,6.26,11000,13000,2,한국,2.0,0,0.8876,"[(0, 0.88761294), (1, 0.027420212), (2, 0.023149975), (3, 0.03253012), (4, 0.029286807)]"
493,모바일어플라이언스,2017-02-24,3500,5900,0,5980,코스닥,중소일반,53720,1417,1679,7500,3766285,500,72.33,636.77,13182,30000,2017-02-17,10.0,70.0,50%,471.31,19.13,3000,3500,1,NH,4.0,3,0.886,"[(0, 0.034188736), (1, 0.027420068), (2, 0.02314872), (3, 0.8859616), (4, 0.029280897)]"
494,피씨엘,2017-02-23,8000,7800,0,9160,코스닥,중소일반,243,-1864,-1864,4460,1500000,500,0.0,2.01,12000,15000,2017-02-14,0.0,80.0,50%,6.61,0.46,10500,13000,0,한국,2.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553966), (4, 0.01579865)]"
495,호전실업,2017-02-02,25000,24500,0,24250,거래소,중소일반,289118,30226,22535,4000,1664670,500,32.24,331.3,41617,13200,2017-01-20,20.0,60.0,50%,40.43,2.5,30000,35000,0,NH,4.0,2,0.8275,"[(0, 0.047814243), (1, 0.038322397), (2, 0.8274762), (3, 0.04546405), (4, 0.040923104)]"
496,서플러스글로벌,2017-01-25,8000,8500,0,7140,코스닥,중소일반,94114,11579,8975,1849,4650000,100,3.23,548.0,37200,45000,2017-01-18,3.3,76.7,50%,81.31,1.04,7400,9400,1,한국,2.0,4,0.9252,"[(0, 0.021845598), (1, 0.017477067), (2, 0.014754374), (3, 0.020733815), (4, 0.9251891)]"
497,유바이오로직스,2017-01-24,6000,5600,0,5070,코스닥,중소일반,1603,-2828,-2828,12115,3200000,500,0.0,10.5,19200,32000,2017-01-17,20.0,60.0,50%,31.09,0.0,6000,6800,1,한국,2.0,1,0.8809,"[(0, 0.034188744), (1, 0.88085175), (2, 0.02314865), (3, 0.032529972), (4, 0.029280907)]"
498,퓨전데이타,2016-12-21,11500,20750,0,19800,코스닥,중소일반,18784,4386,2766,1681,1000000,500,0.0,572.56,11500,10000,2016-12-13,10.0,70.0,50%,345.36,12.05,10000,11500,1,한국,2.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.023148708), (3, 0.8859616), (4, 0.029280894)]"
499,디에스씨인베스트먼트,2016-12-19,1700,3400,1,3560,코스닥,중소일반,4440,1631,1299,8750,4368932,500,0.0,10.77,7427,50000,2016-12-09,0.0,80.0,50%,11.2,0.0,2500,2800,0,키움,7.0,4,0.836,"[(0, 0.047843486), (1, 0.038323786), (2, 0.032353763), (3, 0.045465797), (4, 0.8360132)]"
500,티에스인베스트먼트,2016-12-15,1300,1470,0,1910,코스닥,중소일반,5975,3261,2517,11210,5700000,500,11.4,2.02,7410,1140000,2016-12-08,0.0,80.0,50%,30.87,0.0,1450,1550,0,한국,2.0,0,0.8876,"[(0, 0.88759834), (1, 0.027421556), (2, 0.023149969), (3, 0.032531824), (4, 0.029298326)]"
