,offering_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price,manager_rank,topic,label
1092,11000,1,2,39376,3086,2685,4134,1800000,500,0.0,2498.8,19800,14000,5.0,75.0,1,1631.0,18.29,2,5.0,3,1
1093,16000,1,2,12988,-6280,-6325,7858,2500000,500,0.0,751.91,40000,20000,0.0,80.0,1,868.62,41.74,2,2.0,3,1
1094,15000,1,2,15082,-1343,-2180,3982,1600000,500,0.0,2683.0,24000,14000,0.0,75.0,1,1535.42,11.08,2,6.0,4,1
1095,14000,1,2,40340,7572,6189,927,1800000,100,0.0,1485.51,25200,9000,5.72,74.3,1,1407.53,5.73,1,2.0,3,1
1096,25000,1,2,14829,4185,3734,2054,600000,500,33.33,1190.39,15000,10000,0.0,75.0,1,1428.8,8.92,2,7.0,3,1
1097,49000,0,2,1069,-142139,-142139,39156,19578310,500,32.0,323.03,959337,72076,20.0,60.0,1,835.66,81.15,1,2.0,1,1
1098,65000,0,2,183938,18485,14677,38250,22950000,500,33.33,335.36,1491750,84000,20.0,75.0,1,1275.47,59.92,1,1.0,3,1
1099,17000,0,2,913607,40260,38483,23166,6400000,500,0.0,1147.76,108800,0,20.0,80.0,1,1167.55,20.79,2,1.0,0,1
1100,16000,1,2,47015,10379,8164,5295,2415200,500,28.86,683.55,38643,24000,2.5,77.5,1,1427.69,61.06,2,12.0,4,1
1101,12500,1,2,61373,6544,5587,2672,704000,500,0.0,1011.76,8800,14000,10.0,70.0,1,61.83,0.0,1,6.0,1,1
1102,34300,0,2,113525,15369,15579,18156,10893990,500,33.33,654.5,373664,50000,20.0,75.0,1,1471.01,61.52,1,1.0,0,1
1103,20000,1,2,18597,2109,1935,2988,1300000,500,0.0,886.14,26000,8000,20.0,60.0,1,934.42,40.19,2,2.0,3,1
