,offering_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price,manager_rank,topic,label
896,21600,1,2,67358,9908,7578,3440,1367917,500,0.0,1582.52,29547,10800,0.0,80.0,1,1090.8,10.46,1,4.0,2,1
897,16000,1,2,60015,3775,3174,4419,1300000,500,23.08,939.39,20800,13000,20.0,60.0,1,1453.12,12.64,2,9.0,3,1
898,13000,1,2,47343,1846,2011,6183,2500000,500,0.0,2686.22,32500,24000,4.4,75.0,1,1831.23,22.84,2,4.0,4,1
899,12500,1,2,2409,-706,-706,5621,1500000,500,0.0,1557.29,18750,9000,0.0,80.0,1,1231.23,1.62,1,2.0,0,1
900,10000,1,2,13180,2867,2457,3096,1547000,500,0.0,1537.44,15470,12000,9.05,75.0,1,1613.84,15.23,2,4.0,1,1
901,15000,0,2,169781,30034,8636,11953,9562750,500,0.0,263.87,143441,95000,20.0,60.0,1,524.56,34.44,1,4.0,3,1
902,6500,0,2,775740,48459,33843,22028,15728791,500,66.67,1372.94,102237,0,20.0,60.0,1,1195.69,30.6,2,1.0,1,1
903,12050,1,2,22771,1230,1525,543,1125000,100,0.0,1164.16,13556,11200,11.1,68.9,1,1240.9,11.9,1,1.0,3,1
904,8300,1,2,69032,14599,14887,3087,1900871,500,0.0,675.79,15777,19000,20.0,60.0,1,578.2,59.5,2,17.0,0,1
905,17000,0,2,913607,40260,38483,23166,6400000,500,0.0,1147.76,108800,0,20.0,80.0,1,1167.55,20.79,2,1.0,0,1
906,13000,1,2,19270,4296,3742,1732,700000,500,0.0,1397.97,9100,7000,0.0,80.0,1,1288.0,22.46,1,2.0,1,1
907,10000,1,2,3291,-11416,-11416,6684,2000000,500,0.0,1322.58,20000,12000,5.0,75.0,1,1315.61,3.88,1,4.0,3,1
908,36000,1,2,244,-51,-5164,3216,1200000,500,0.0,847.09,43200,9600,0.0,80.0,1,876.72,74.03,2,4.0,3,1
909,16000,1,2,60015,3775,3174,4419,1300000,500,23.08,939.39,20800,13000,20.0,60.0,1,1453.12,12.64,2,9.0,3,1
910,18500,1,2,34489,3274,2260,5277,2000000,500,0.0,79976.0,37000,0,20.0,60.0,1,733.72,51.66,2,8.0,0,1
911,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
912,135000,0,2,587224,98492,72424,17811,7130000,500,0.0,606.97,962550,0,20.0,60.0,1,1117.25,43.85,1,1.0,4,1
913,190000,0,2,7046833,496990,325983,38688,6099604,500,0.0,134.19,1158925,30000,20.0,60.0,1,651.5,48.11,1,2.0,3,1
914,7500,1,2,0,0,0,0,15000000,0,0.0,664.65,112500,120000,0.0,75.0,1,1374.09,25.54,2,1.0,1,1
915,7500,1,2,0,0,0,0,15000000,0,0.0,664.65,112500,120000,0.0,75.0,1,1374.09,25.54,2,1.0,1,1
916,3800,1,2,10206,873,653,2183,4500000,100,0.0,2345.4,17100,55000,15.0,60.0,1,1515.98,12.35,2,8.0,1,1
917,6000,1,2,16434,2561,2130,1590,1784500,200,20.31,1019.62,10707,17500,0.0,80.0,1,1087.6,0.0,2,1.0,3,1
918,22000,1,2,14324,1062,1170,3098,930000,500,0.0,1030.65,20460,21000,7.5,75.0,1,1702.43,11.42,2,12.0,4,1
919,25000,1,2,14829,4185,3734,2054,600000,500,33.33,1190.39,15000,10000,0.0,75.0,1,1428.8,8.92,2,7.0,3,1
920,21400,1,2,37277,5262,3719,3965,1253000,500,37.51,3706.79,26814,15500,0.0,75.0,1,1719.61,15.98,1,1.0,4,1
921,4900,1,2,46873,3994,3235,814,2000000,100,32.0,786.16,9800,13000,10.0,70.0,1,1116.32,13.68,1,2.0,4,1
922,40000,1,2,46,-84669,-84669,6930,2000000,500,9.69,1175.1,80000,13000,7.5,72.5,1,1163.49,9.08,1,2.0,3,1
923,20000,1,2,24192,-1761,-2088,4454,1600000,500,20.0,1408.33,32000,13300,20.0,75.0,1,1638.36,36.8,1,12.0,0,1
924,11000,1,2,39376,3086,2685,4134,1800000,500,0.0,2498.8,19800,14000,5.0,75.0,1,1631.0,18.29,2,5.0,3,1
925,190000,0,2,7046833,496990,325983,38688,6099604,500,0.0,134.19,1158925,30000,20.0,60.0,1,651.5,48.11,1,2.0,3,1
926,26000,1,2,13048,-1352,-2250,10875,3300000,500,0.0,1598.15,85800,26000,15.0,75.0,1,2001.11,37.46,2,2.0,3,1
927,11000,1,2,116861,2131,-216,1429,3552037,100,40.0,117.63,39072,88000,0.0,75.0,1,37.51,0.45,0,9.0,1,1
928,2000,1,2,0,0,0,0,4650000,100,0.0,253.85,9300,55000,0.0,75.0,0,525.89,2.47,1,1.0,0,1
929,5800,1,2,33736,1178,1020,5042,1630000,500,0.0,1414.15,9454,10000,0.0,80.0,1,1386.04,8.23,1,2.0,0,1
930,19000,1,2,31884,2514,1912,1040,2300000,100,29.13,2573.6,43700,28000,0.0,75.0,1,1467.73,21.73,2,1.0,0,1
931,9000,1,2,17779,2110,2031,3532,1500000,500,20.0,3039.55,13500,15000,5.0,75.0,1,1316.5,7.8,1,1.0,0,1
932,11000,1,2,12839,-3895,-4430,4713,1400000,500,0.0,2342.0,15400,11000,8.9,75.0,1,1691.65,24.42,1,2.0,4,1
933,4900,1,2,46873,3994,3235,814,2000000,100,32.0,786.16,9800,13000,10.0,70.0,1,1116.32,13.68,1,2.0,4,1
934,14000,1,2,1478,-6846,-6865,12215,2444000,1000,0.0,1502.4,34216,24400,0.0,80.0,1,1006.96,3.33,1,3.0,0,1
935,15900,1,2,51732,11023,8661,1550,1600000,200,37.85,1082.03,25440,6400,20.0,60.0,1,1033.41,17.36,1,3.0,3,1
936,16000,1,2,60015,3775,3174,4419,1300000,500,23.08,939.39,20800,13000,20.0,60.0,1,1453.12,12.64,2,9.0,3,1
937,6500,0,2,775740,48459,33843,22028,15728791,500,66.67,1372.94,102237,0,20.0,60.0,1,1195.69,30.6,2,1.0,1,1
938,55000,1,1,24765,11091,8838,3668,2230000,500,0.0,561.0,122650,7000,3.81,76.19,1,728.06,57.9,2,4.0,3,1
939,3000,1,2,9385,2436,2258,1203,2600000,100,0.0,1643.88,7800,30000,0.0,75.0,1,1603.33,6.36,1,16.0,0,1
940,6000,1,2,328046,18903,14766,1443,3600000,100,0.0,938.26,21600,30000,0.0,75.0,1,1576.56,3.95,1,6.0,0,1
941,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
942,90000,0,2,284371,-25768,-25051,65183,17000000,500,0.0,29.6,1530000,135000,20.0,75.0,1,1714.47,70.44,1,2.0,0,1
943,15000,0,2,169781,30034,8636,11953,9562750,500,0.0,263.87,143441,95000,20.0,60.0,1,524.56,34.44,1,4.0,3,1
944,10000,1,2,6403,1328,1111,2727,1000000,500,0.0,1751.58,10000,6000,0.0,80.0,1,1390.29,6.68,1,2.0,2,1
945,10000,1,2,71108,6748,5794,815,1973670,100,17.93,1660.08,19737,19700,0.0,80.0,1,1135.7,0.8,1,1.0,2,1
946,55000,1,1,24765,11091,8838,3668,2230000,500,0.0,561.0,122650,7000,3.81,76.19,1,728.06,57.9,2,4.0,3,1
947,55000,1,1,24765,11091,8838,3668,2230000,500,0.0,561.0,122650,7000,3.81,76.19,1,728.06,57.9,2,4.0,3,1
948,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
949,10500,1,2,141968,12507,11825,2723,1065651,500,0.0,1041.73,11189,8400,10.0,70.0,1,382.64,45.68,1,4.0,4,1
950,17000,1,2,1678,-6031,-6031,5036,1007255,500,0.0,1166.97,17123,8000,20.0,60.0,1,695.7,40.6,2,4.0,3,1
951,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
952,17000,1,2,1678,-6031,-6031,5036,1007255,500,0.0,1166.97,17123,8000,20.0,60.0,1,695.7,40.6,2,4.0,3,1
953,11500,1,2,47403,44,4333,3057,1835000,500,33.24,1987.74,21103,22000,10.0,70.0,1,1431.0,17.83,1,3.0,0,1
954,11500,1,2,47403,44,4333,3057,1835000,500,33.24,1987.74,21103,22000,10.0,70.0,1,1431.0,17.83,1,3.0,0,1
955,10500,1,2,5414,546,734,1509,3700000,100,18.92,868.07,38850,50000,0.0,75.0,1,1325.79,1.41,1,7.0,3,1
956,90000,0,2,284371,-25768,-25051,65183,17000000,500,0.0,29.6,1530000,135000,20.0,75.0,1,1714.47,70.44,1,2.0,0,1
957,15000,1,2,1983,-8921,-8921,4266,1000000,500,0.0,6762.75,15000,12000,18.9,75.0,1,1587.01,39.13,2,8.0,3,1
958,7800,1,2,40933,9466,7172,4427,2197000,500,0.0,1552.16,17137,20000,20.0,60.0,1,1255.9,24.5,1,1.0,4,1
959,35000,1,2,33389,5237,4423,2377,1070000,500,15.89,1724.96,37450,8000,0.7,74.3,1,1670.9,37.7,2,2.0,0,1
960,19000,1,2,45058,672,744,831,832000,100,0.0,4397.67,15808,8300,10.0,70.0,1,1425.3,10.7,2,1.0,3,1
961,90000,0,2,284371,-25768,-25051,65183,17000000,500,0.0,29.6,1530000,135000,20.0,75.0,1,1714.47,70.44,1,2.0,0,1
962,8000,1,2,34049,1714,1052,4479,2000000,500,0.0,2435.07,16000,16000,4.0,71.0,1,1618.26,7.71,1,2.0,4,1
963,36000,1,2,32655,8374,7286,2032,800000,500,0.0,1109.19,28800,5000,5.0,75.0,1,338.91,0.41,1,2.0,0,1
964,7800,1,2,40933,9466,7172,4427,2197000,500,0.0,1552.16,17137,20000,20.0,60.0,1,1255.9,24.5,1,1.0,4,1
965,9000,1,2,17779,2110,2031,3532,1500000,500,20.0,3039.55,13500,15000,5.0,75.0,1,1316.5,7.8,1,1.0,0,1
966,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
967,15000,1,2,15082,-1343,-2180,3982,1600000,500,0.0,2683.0,24000,14000,0.0,75.0,1,1535.42,11.08,2,6.0,4,1
968,21600,1,2,67358,9908,7578,3440,1367917,500,0.0,1582.52,29547,10800,0.0,80.0,1,1090.8,10.46,1,4.0,2,1
969,16000,1,2,47015,10379,8164,5295,2415200,500,28.86,683.55,38643,24000,2.5,77.5,1,1427.69,61.06,2,12.0,4,1
970,8000,1,2,34049,1714,1052,4479,2000000,500,0.0,2435.07,16000,16000,4.0,71.0,1,1618.26,7.71,1,2.0,4,1
971,13500,1,2,6307,1961,1596,1780,532699,500,0.0,622.14,7191,5300,15.96,64.04,1,591.09,30.5,2,17.0,3,1
972,9000,1,2,11326,2789,2515,2831,1420000,500,0.0,1231.66,12780,14000,0.0,80.0,1,928.44,41.62,2,8.0,3,1
973,3000,1,2,9385,2436,2258,1203,2600000,100,0.0,1643.88,7800,30000,0.0,75.0,1,1603.33,6.36,1,16.0,0,1
974,18000,1,2,20075,-3245,-3245,1939,775956,500,0.0,5.97,13967,6000,5.0,70.0,1,98.49,2.22,1,2.0,3,1
975,35000,1,2,14648,-9174,-9174,2351,730000,500,27.69,1731.23,25550,6000,0.0,75.0,1,1503.91,10.98,1,2.0,3,1
976,2000,1,2,0,0,0,0,4650000,100,0.0,253.85,9300,55000,0.0,75.0,0,525.89,2.47,1,1.0,0,1
977,5000,1,2,20851,2240,1808,793,2000000,100,12.5,1772.59,10000,30000,5.0,70.0,1,1547.13,12.24,2,7.0,0,1
978,12050,1,2,22771,1230,1525,543,1125000,100,0.0,1164.16,13556,11200,11.1,68.9,1,1240.9,11.9,1,1.0,3,1
979,10000,1,2,88748,9433,8209,5725,2130000,500,0.0,1128.18,21300,20000,7.0,73.0,1,605.02,13.4,1,1.0,3,1
980,14000,1,2,17189,4823,4165,3935,2700000,500,25.93,2968.35,37800,33000,10.0,75.0,1,2068.17,25.28,2,1.0,4,1
981,7500,1,2,0,0,0,0,15000000,0,0.0,664.65,112500,120000,0.0,75.0,1,1374.09,25.54,2,1.0,1,1
982,35000,1,2,14648,-9174,-9174,2351,730000,500,27.69,1731.23,25550,6000,0.0,75.0,1,1503.91,10.98,1,2.0,3,1
983,7700,1,2,6640,1128,1541,3227,1200000,500,0.0,998.83,9240,16000,20.0,60.0,1,442.0,1.7,2,7.0,0,1
984,5500,1,2,11198,2432,1906,1346,673500,500,0.0,358.0,3704,13000,0.0,80.0,1,43.42,0.0,0,8.0,0,1
985,6500,1,2,6335,3565,2802,6750,3398058,500,0.0,1039.51,22087,40000,0.0,80.0,1,640.8,27.4,2,7.0,0,1
986,34300,0,2,113525,15369,15579,18156,10893990,500,33.33,654.5,373664,50000,20.0,75.0,1,1471.01,61.52,1,1.0,0,1
987,6500,1,2,6335,3565,2802,6750,3398058,500,0.0,1039.51,22087,40000,0.0,80.0,1,640.8,27.4,2,7.0,0,1
988,14300,1,2,51314,2856,3015,2988,1777000,500,6.75,633.61,25411,14000,20.0,75.0,1,1601.14,9.11,1,6.0,3,1
989,15000,1,2,62181,8228,8494,616,1094873,100,15.5,1842.97,16423,20000,14.04,65.96,1,1447.07,18.19,1,8.0,3,1
990,40000,1,2,46,-84669,-84669,6930,2000000,500,9.69,1175.1,80000,13000,7.5,72.5,1,1163.49,9.08,1,2.0,3,1
991,14000,1,2,17189,4823,4165,3935,2700000,500,25.93,2968.35,37800,33000,10.0,75.0,1,2068.17,25.28,2,1.0,4,1
992,6000,1,2,16434,2561,2130,1590,1784500,200,20.31,1019.62,10707,17500,0.0,80.0,1,1087.6,0.0,2,1.0,3,1
993,17000,1,2,146148,16643,14127,5555,2900000,500,50.0,1396.1,49300,23000,0.0,80.0,1,1196.21,8.86,1,8.0,1,1
994,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
995,26000,0,2,174859,22940,19121,10170,2950000,1000,0.0,574.68,76700,20000,20.0,60.0,1,570.59,36.7,2,6.0,0,1
996,10000,1,2,1694,-5361,-5497,7922,2650000,500,0.0,1201.26,26500,13000,10.0,70.0,1,1489.9,19.9,2,1.0,4,1
997,26000,0,2,174859,22940,19121,10170,2950000,1000,0.0,574.68,76700,20000,20.0,60.0,1,570.59,36.7,2,6.0,0,1
998,21600,1,2,67358,9908,7578,3440,1367917,500,0.0,1582.52,29547,10800,0.0,80.0,1,1090.8,10.46,1,4.0,2,1
999,10500,1,2,5414,546,734,1509,3700000,100,18.92,868.07,38850,50000,0.0,75.0,1,1325.79,1.41,1,7.0,3,1
1000,6500,1,2,6335,3565,2802,6750,3398058,500,0.0,1039.51,22087,40000,0.0,80.0,1,640.8,27.4,2,7.0,0,1
1001,9000,1,2,11326,2789,2515,2831,1420000,500,0.0,1231.66,12780,14000,0.0,80.0,1,928.44,41.62,2,8.0,3,1
1002,18500,1,2,34489,3274,2260,5277,2000000,500,0.0,79976.0,37000,0,20.0,60.0,1,733.72,51.66,2,8.0,0,1
1003,11000,1,2,116861,2131,-216,1429,3552037,100,40.0,117.63,39072,88000,0.0,75.0,1,37.51,0.45,0,9.0,1,1
1004,16000,1,2,12988,-6280,-6325,7858,2500000,500,0.0,751.91,40000,20000,0.0,80.0,1,868.62,41.74,2,2.0,3,1
1005,5000,1,2,28570,3964,3263,3293,2220000,500,25.0,1160.15,11100,44000,8.0,72.0,1,588.13,25.95,1,12.0,2,1
1006,12500,1,2,24273,2387,1957,306,1000000,100,0.0,1520.35,12500,0,10.0,65.0,1,1472.19,12.96,1,16.0,0,1
1007,21400,1,2,37277,5262,3719,3965,1253000,500,37.51,3706.79,26814,15500,0.0,75.0,1,1719.61,15.98,1,1.0,4,1
1008,6000,1,2,221698,14284,10598,8828,5250000,500,33.33,1408.69,31500,130000,0.0,75.0,1,1565.03,22.76,2,9.0,1,1
1009,16400,1,2,29135,2393,2162,1843,885000,500,16.72,2029.37,14514,2000,0.0,75.0,1,1729.63,11.16,1,2.0,2,1
1010,26000,1,2,13048,-1352,-2250,10875,3300000,500,0.0,1598.15,85800,26000,15.0,75.0,1,2001.11,37.46,2,2.0,3,1
1011,13000,1,2,19270,4296,3742,1732,700000,500,0.0,1397.97,9100,7000,0.0,80.0,1,1288.0,22.46,1,2.0,1,1
1012,49000,0,2,1069,-142139,-142139,39156,19578310,500,32.0,323.03,959337,72076,20.0,60.0,1,835.66,81.15,1,2.0,1,1
1013,16000,1,2,12988,-6280,-6325,7858,2500000,500,0.0,751.91,40000,20000,0.0,80.0,1,868.62,41.74,2,2.0,3,1
1014,15100,0,2,569794,16643,11709,13226,6937500,500,42.34,1419.73,104756,86000,20.0,75.0,1,1776.9,16.33,1,1.0,1,1
1015,5200,1,2,20588,4521,3631,5538,2769000,500,0.0,946.51,14399,25000,10.0,70.0,1,753.07,5.19,1,2.0,2,1
1016,13000,1,2,27040,8704,8748,2385,960000,500,0.0,735.99,12480,9600,0.0,80.0,1,224.12,24.62,1,17.0,3,1
1017,6000,1,2,328046,18903,14766,1443,3600000,100,0.0,938.26,21600,30000,0.0,75.0,1,1576.56,3.95,1,6.0,0,1
1018,13000,1,2,27040,8704,8748,2385,960000,500,0.0,735.99,12480,9600,0.0,80.0,1,224.12,24.62,1,17.0,3,1
1019,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
1020,11000,1,2,14489,640,633,2209,1105000,500,0.0,2392.84,12155,0,6.7,68.3,1,1762.39,15.27,2,1.0,1,1
1021,16000,1,2,12988,-6280,-6325,7858,2500000,500,0.0,751.91,40000,20000,0.0,80.0,1,868.62,41.74,2,2.0,3,1
1022,24000,1,2,322392,44237,33315,7320,16000000,100,0.0,1524.8,384000,0,9.51,70.49,1,1478.53,58.59,1,2.0,3,1
1023,65000,0,2,183938,18485,14677,38250,22950000,500,33.33,335.36,1491750,84000,20.0,75.0,1,1275.47,59.92,1,1.0,3,1
1024,5000,1,2,28570,3964,3263,3293,2220000,500,25.0,1160.15,11100,44000,8.0,72.0,1,588.13,25.95,1,12.0,2,1
1025,35000,1,2,33389,5237,4423,2377,1070000,500,15.89,1724.96,37450,8000,0.7,74.3,1,1670.9,37.7,2,2.0,0,1
1026,25000,1,2,61174,23462,17658,9874,3000000,500,0.0,1159.05,75000,30000,12.2,62.8,1,1511.36,42.54,1,4.0,4,1
1027,10000,1,2,3291,-11416,-11416,6684,2000000,500,0.0,1322.58,20000,12000,5.0,75.0,1,1315.61,3.88,1,4.0,3,1
1028,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
1029,16500,1,2,20295,3233,2789,2872,1890000,500,33.33,857.78,31185,30000,3.0,77.0,1,942.85,40.5,2,2.0,2,1
1030,3000,1,2,206580,8175,6502,5442,2800000,500,0.0,11.12,8400,28000,10.0,70.0,1,299.23,0.0,1,12.0,1,1
1031,3300,1,2,100820,3859,3054,7679,4600000,500,30.0,733.74,15180,40000,17.5,62.5,1,395.83,23.09,1,1.0,3,1
1032,16000,1,2,3103,-2058,-2059,3250,815122,500,0.0,1093.01,13042,6400,18.8,61.2,1,699.59,67.4,2,4.0,2,1
1033,16000,1,2,3103,-2058,-2059,3250,815122,500,0.0,1093.01,13042,6400,18.8,61.2,1,699.59,67.4,2,4.0,2,1
1034,11000,1,2,39376,3086,2685,4134,1800000,500,0.0,2498.8,19800,14000,5.0,75.0,1,1631.0,18.29,2,5.0,3,1
1035,10000,1,2,88748,9433,8209,5725,2130000,500,0.0,1128.18,21300,20000,7.0,73.0,1,605.02,13.4,1,1.0,3,1
1036,16400,1,2,29135,2393,2162,1843,885000,500,16.72,2029.37,14514,2000,0.0,75.0,1,1729.63,11.16,1,2.0,2,1
1037,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
1038,25000,1,2,61174,23462,17658,9874,3000000,500,0.0,1159.05,75000,30000,12.2,62.8,1,1511.36,42.54,1,4.0,4,1
1039,10000,1,2,88748,9433,8209,5725,2130000,500,0.0,1128.18,21300,20000,7.0,73.0,1,605.02,13.4,1,1.0,3,1
1040,25000,1,2,14829,4185,3734,2054,600000,500,33.33,1190.39,15000,10000,0.0,75.0,1,1428.8,8.92,2,7.0,3,1
1041,5000,1,2,20851,2240,1808,793,2000000,100,12.5,1772.59,10000,30000,5.0,70.0,1,1547.13,12.24,2,7.0,0,1
1042,25000,1,2,61174,23462,17658,9874,3000000,500,0.0,1159.05,75000,30000,12.2,62.8,1,1511.36,42.54,1,4.0,4,1
1043,35000,1,2,33389,5237,4423,2377,1070000,500,15.89,1724.96,37450,8000,0.7,74.3,1,1670.9,37.7,2,2.0,0,1
1044,35000,1,2,59294,4499,4317,1822,800000,500,0.0,1802.1,28000,8000,0.0,80.0,1,1393.98,16.83,1,8.0,4,1
1045,105000,0,2,263037,76617,63684,71297,21390000,1000,0.0,288.17,2245950,0,20.0,75.0,1,1882.88,63.2,1,1.0,0,1
1046,13000,1,2,15327,-1518,-1518,2315,1000000,500,0.0,2053.27,13000,8000,0.0,75.0,1,1508.95,16.05,2,2.0,4,1
1047,10000,1,2,27952,2509,2505,4290,2150000,500,0.0,2535.3,21500,16000,6.0,69.0,1,1756.45,15.92,2,2.0,4,1
1048,9000,1,2,66136,6958,5528,5453,3243000,500,622.9,2036.0,29187,0,4.6,75.4,1,1296.86,0.0,2,1.0,3,1
1049,7700,1,2,6640,1128,1541,3227,1200000,500,0.0,998.83,9240,16000,20.0,60.0,1,442.0,1.7,2,7.0,0,1
1050,65000,0,2,183938,18485,14677,38250,22950000,500,33.33,335.36,1491750,84000,20.0,75.0,1,1275.47,59.92,1,1.0,3,1
1051,17000,1,2,13993,1329,1354,5112,1774967,500,10.42,3763.37,30174,22000,0.0,75.0,1,1846.32,55.52,2,1.0,4,1
1052,12500,1,2,1162,-3963,-3963,4888,1000000,500,0.0,1774.57,12500,8000,0.0,75.0,1,1402.17,3.78,1,2.0,3,1
1053,14300,1,2,51314,2856,3015,2988,1777000,500,6.75,633.61,25411,14000,20.0,75.0,1,1601.14,9.11,1,6.0,3,1
1054,36000,1,2,244,-51,-5164,3216,1200000,500,0.0,847.09,43200,9600,0.0,80.0,1,876.72,74.03,2,4.0,3,1
1055,14000,1,2,17189,4823,4165,3935,2700000,500,25.93,2968.35,37800,33000,10.0,75.0,1,2068.17,25.28,2,1.0,4,1
1056,10000,1,2,13180,2867,2457,3096,1547000,500,0.0,1537.44,15470,12000,9.05,75.0,1,1613.84,15.23,2,4.0,1,1
1057,11000,1,2,13153,4220,3650,986,2000000,100,0.0,2853.34,22000,20000,0.0,80.0,1,1504.02,18.7,2,1.0,3,1
1058,190000,0,2,7046833,496990,325983,38688,6099604,500,0.0,134.19,1158925,30000,20.0,60.0,1,651.5,48.11,1,2.0,3,1
1059,10000,1,2,27952,2509,2505,4290,2150000,500,0.0,2535.3,21500,16000,6.0,69.0,1,1756.45,15.92,2,2.0,4,1
1060,20000,1,2,18597,2109,1935,2988,1300000,500,0.0,886.14,26000,8000,20.0,60.0,1,934.42,40.19,2,2.0,3,1
1061,28000,1,2,17037,4388,3866,2696,600000,500,0.0,2939.57,16800,5000,5.0,75.0,1,1696.19,31.59,2,5.0,2,1
1062,11500,1,2,47403,44,4333,3057,1835000,500,33.24,1987.74,21103,22000,10.0,70.0,1,1431.0,17.83,1,3.0,0,1
1063,13500,1,2,6307,1961,1596,1780,532699,500,0.0,622.14,7191,5300,15.96,64.04,1,591.09,30.5,2,17.0,3,1
1064,13000,1,2,15327,-1518,-1518,2315,1000000,500,0.0,2053.27,13000,8000,0.0,75.0,1,1508.95,16.05,2,2.0,4,1
1065,10000,1,2,60918,-10721,-12175,3894,1847000,500,25.01,1621.1,18470,36000,6.4,73.6,1,1283.73,4.97,2,2.0,4,1
1066,10000,1,2,88748,9433,8209,5725,2130000,500,0.0,1128.18,21300,20000,7.0,73.0,1,605.02,13.4,1,1.0,3,1
1067,10000,1,2,71108,6748,5794,815,1973670,100,17.93,1660.08,19737,19700,0.0,80.0,1,1135.7,0.8,1,1.0,2,1
1068,8000,1,2,19421,6609,5340,2487,1250000,500,0.0,479.79,10000,25000,5.0,75.0,1,60.5,0.2,0,7.0,0,1
1069,10000,1,2,1694,-5361,-5497,7922,2650000,500,0.0,1201.26,26500,13000,10.0,70.0,1,1489.9,19.9,2,1.0,4,1
1070,6500,1,2,6335,3565,2802,6750,3398058,500,0.0,1039.51,22087,40000,0.0,80.0,1,640.8,27.4,2,7.0,0,1
1071,16000,1,2,87363,10227,10923,4802,2069120,500,7.25,836.67,33106,16000,20.0,60.0,1,727.7,53.41,2,4.0,3,1
1072,55000,1,1,24765,11091,8838,3668,2230000,500,0.0,561.0,122650,7000,3.81,76.19,1,728.06,57.9,2,4.0,3,1
1073,12500,1,2,1162,-3963,-3963,4888,1000000,500,0.0,1774.57,12500,8000,0.0,75.0,1,1402.17,3.78,1,2.0,3,1
1074,10000,1,2,71108,6748,5794,815,1973670,100,17.93,1660.08,19737,19700,0.0,80.0,1,1135.7,0.8,1,1.0,2,1
1075,9800,1,2,12014,2288,2134,1239,2000000,100,0.0,1785.11,19600,25000,0.78,74.22,1,1715.41,6.06,1,1.0,3,1
1076,16000,1,2,87363,10227,10923,4802,2069120,500,7.25,836.67,33106,16000,20.0,60.0,1,727.7,53.41,2,4.0,3,1
1077,11000,1,2,2195,112,112,3678,1200000,500,0.0,1206.75,13200,12000,14.9,65.1,1,842.79,41.12,2,2.0,2,1
1078,6000,1,2,328046,18903,14766,1443,3600000,100,0.0,938.26,21600,30000,0.0,75.0,1,1576.56,3.95,1,6.0,0,1
1079,18000,1,2,20075,-3245,-3245,1939,775956,500,0.0,5.97,13967,6000,5.0,70.0,1,98.49,2.22,1,2.0,3,1
1080,6000,1,2,16434,2561,2130,1590,1784500,200,20.31,1019.62,10707,17500,0.0,80.0,1,1087.6,0.0,2,1.0,3,1
1081,21400,1,2,37277,5262,3719,3965,1253000,500,37.51,3706.79,26814,15500,0.0,75.0,1,1719.61,15.98,1,1.0,4,1
1082,5500,1,2,11198,2432,1906,1346,673500,500,0.0,358.0,3704,13000,0.0,80.0,1,43.42,0.0,0,8.0,0,1
1083,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
1084,14000,1,2,1478,-6846,-6865,12215,2444000,1000,0.0,1502.4,34216,24400,0.0,80.0,1,1006.96,3.33,1,3.0,0,1
1085,11000,1,2,39376,3086,2685,4134,1800000,500,0.0,2498.8,19800,14000,5.0,75.0,1,1631.0,18.29,2,5.0,3,1
1086,15900,1,2,51732,11023,8661,1550,1600000,200,37.85,1082.03,25440,6400,20.0,60.0,1,1033.41,17.36,1,3.0,3,1
1087,19000,1,2,31884,2514,1912,1040,2300000,100,29.13,2573.6,43700,28000,0.0,75.0,1,1467.73,21.73,2,1.0,0,1
1088,16000,1,2,87363,10227,10923,4802,2069120,500,7.25,836.67,33106,16000,20.0,60.0,1,727.7,53.41,2,4.0,3,1
1089,15000,1,2,577,-44067,-44067,7742,2400000,500,0.0,566.54,36000,12000,0.0,80.0,1,64.33,0.03,0,3.0,1,1
1090,14000,1,2,17914,1808,1781,5625,1700000,500,0.0,1043.92,23800,0,15.0,65.0,1,958.6,39.8,2,1.0,4,1
1091,7500,1,2,0,0,0,0,15000000,0,0.0,664.65,112500,120000,0.0,75.0,1,1374.09,25.54,2,1.0,1,1
